id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,flud_0620_v1
808973,5,2,6,2,2,3,2,6,5,7,5,5,5,4,4,4,8,4,6,6,0.485,0.46790168
726413,8,8,3,3,5,7,7,3,1,5,4,3,6,4,2,5,6,3,4,5,0.445,0.46230403
690532,3,8,5,5,3,3,8,4,7,8,3,5,10,6,5,6,6,6,7,7,0.6,0.59198695
990537,2,8,6,5,6,9,10,10,4,13,4,8,1,2,9,5,6,3,3,5,0.63,0.58090127
519083,3,1,7,4,2,5,4,4,9,6,4,2,5,4,4,6,9,6,6,7,0.5,0.51950645
918118,7,3,8,5,7,2,7,1,5,4,7,5,3,5,7,4,3,4,3,4,0.45,0.48036504
180395,5,3,9,5,5,6,4,7,4,4,5,4,8,5,4,7,6,6,3,5,0.595,0.53730243
189945,8,3,6,6,4,3,2,6,6,7,3,6,6,4,4,7,8,5,7,4,0.53,0.53950447
19529,7,6,5,6,3,5,4,5,5,5,3,8,6,7,5,3,5,5,8,4,0.535,0.5400684
774815,7,5,10,5,5,4,8,4,7,5,2,6,7,4,5,4,4,8,6,5,0.585,0.58176535
620541,8,5,3,6,5,4,8,5,6,6,7,4,7,7,6,4,3,5,7,6,0.59,0.58194375
756310,7,5,7,2,5,3,2,3,1,2,2,5,7,5,5,3,4,5,10,7,0.46,0.46944994
858494,6,5,4,8,6,12,7,5,4,5,2,3,5,5,2,2,4,3,3,5,0.52,0.47838408
96739,3,8,5,3,5,9,6,6,4,2,5,7,8,7,8,2,6,8,8,7,0.605,0.60237265
210284,5,7,4,4,5,6,6,4,1,2,6,5,8,5,6,5,3,4,2,9,0.475,0.48957378
821933,5,5,1,7,6,2,6,6,6,4,7,1,8,4,7,6,5,2,5,6,0.495,0.5301328
734822,6,6,6,5,3,6,6,7,2,9,6,1,4,5,1,1,4,8,6,5,0.465,0.496624
162230,3,5,7,4,5,4,5,1,7,4,3,6,1,8,8,7,7,7,2,5,0.52,0.5130206
111190,5,8,1,6,8,7,3,5,8,2,7,3,3,3,4,5,3,8,3,7,0.495,0.5220252
947803,5,2,5,4,3,3,5,7,5,9,7,4,7,3,5,3,3,4,8,5,0.51,0.48560512
846511,3,4,4,5,7,5,3,5,5,4,7,4,4,7,2,7,4,4,5,9,0.49,0.49144462
819438,4,5,5,5,2,6,4,6,6,6,5,9,8,5,13,5,5,7,7,3,0.605,0.59044415
298904,2,3,2,10,4,6,4,3,8,4,5,4,1,6,3,12,3,7,5,5,0.485,0.48102015
489233,8,6,3,5,5,6,5,9,5,5,4,6,4,5,3,4,6,4,8,5,0.595,0.5430347
927062,7,4,6,5,8,3,4,6,3,2,4,9,5,5,7,6,4,9,4,4,0.595,0.53872395
688932,4,6,4,4,6,6,4,2,5,4,7,4,1,0,4,2,6,9,7,3,0.42,0.45462567
777085,6,4,4,4,6,6,5,7,7,6,2,3,2,4,0,2,5,8,8,4,0.48,0.4766339
204317,4,3,1,6,8,4,1,7,7,2,5,6,5,5,4,3,5,6,4,8,0.515,0.48164228
711297,8,5,7,5,6,5,5,5,3,4,6,3,2,2,4,4,8,3,6,5,0.5,0.4786026
310314,4,1,9,7,4,8,3,4,5,5,8,3,3,6,1,5,6,4,4,5,0.52,0.47802258
487270,10,2,2,4,6,6,5,3,5,2,7,4,4,3,6,4,4,5,6,4,0.505,0.47252652
707552,3,5,5,4,5,5,4,2,5,5,3,5,5,5,5,5,8,4,7,2,0.445,0.46881676
444467,5,4,3,4,7,3,5,6,7,6,5,4,4,8,3,4,3,4,7,3,0.47,0.48598477
249052,4,6,11,6,4,5,3,5,3,4,9,7,3,5,3,3,2,1,4,4,0.505,0.47477874
82590,5,2,6,4,5,2,6,5,7,5,5,6,6,3,5,3,7,8,3,4,0.475,0.49267644
144051,4,3,1,2,3,5,6,1,2,6,5,7,2,2,5,4,4,6,4,8,0.39,0.3971609
752883,10,7,2,2,3,4,3,1,7,2,3,7,4,3,4,8,2,3,7,8,0.425,0.46623147
327239,4,10,7,0,5,4,4,4,6,4,2,8,4,6,4,6,6,6,4,3,0.48,0.49005184
289945,9,4,4,3,13,6,6,8,3,4,3,3,3,2,6,6,7,4,6,4,0.52,0.5208918
307590,4,2,7,4,5,6,3,6,6,8,2,6,5,4,5,2,6,5,4,4,0.445,0.4787856
475948,6,4,3,1,5,6,7,7,10,0,4,5,3,6,4,3,8,3,5,5,0.47,0.4885801
307984,7,3,7,5,5,5,3,4,1,3,5,9,6,5,2,9,5,7,3,4,0.53,0.48671508
802983,5,6,2,7,7,3,4,6,3,4,6,8,4,6,3,5,8,5,3,5,0.53,0.51968384
779838,8,9,5,7,3,5,1,4,6,7,6,2,6,5,5,8,8,6,4,0,0.535,0.52673554
514665,3,7,4,9,3,6,2,5,7,4,7,1,7,4,5,4,4,3,3,7,0.52,0.48005873
589637,5,9,4,3,8,3,4,2,0,4,6,5,1,2,6,5,7,5,4,6,0.425,0.44453087
96171,4,6,2,4,5,4,6,4,6,6,5,4,3,6,8,5,4,5,6,5,0.475,0.5096898
598707,2,5,5,7,7,1,5,11,6,4,5,1,5,3,5,5,7,9,4,8,0.555,0.53945756
126266,5,2,5,6,5,4,1,4,4,6,7,7,4,5,5,7,4,3,5,9,0.5,0.51346993
968061,3,4,4,4,1,1,2,4,9,5,5,4,8,5,7,2,4,5,9,7,0.455,0.4758429
996599,2,1,5,3,9,3,5,4,8,6,4,6,2,6,5,4,4,3,6,6,0.47,0.46929792
259094,6,3,1,3,5,7,3,9,4,10,6,7,7,10,5,4,2,6,11,2,0.56,0.54994816
894828,3,2,2,4,3,5,4,3,5,3,6,6,5,6,5,8,6,4,6,4,0.46,0.43792164
1106314,2,7,2,5,3,7,6,4,1,8,10,6,5,2,4,6,4,6,7,4,0.495,0.4855091
313339,2,4,6,5,5,4,8,2,3,8,4,9,3,3,5,8,8,5,3,4,0.52,0.48504993
297396,4,3,2,4,10,4,3,4,4,5,1,5,3,3,7,4,6,2,2,3,0.39,0.40325597
395078,4,7,3,4,1,8,6,8,2,6,11,2,8,8,2,5,6,4,6,2,0.52,0.5309836
433815,4,4,6,7,8,4,2,4,3,3,4,7,3,4,5,7,10,12,3,3,0.52,0.5271273
289584,4,5,6,4,5,3,2,6,3,11,4,5,3,5,5,4,4,8,3,2,0.485,0.47741085
111229,3,1,5,4,5,4,3,5,2,7,3,2,3,5,5,3,3,5,6,6,0.39,0.39647222
159290,5,3,1,6,3,4,5,8,2,7,2,1,6,5,4,9,6,7,3,7,0.515,0.48148146
570234,4,6,5,5,5,6,5,6,6,6,8,5,4,4,5,3,5,9,5,5,0.54,0.5489994
935968,7,7,7,5,3,4,0,3,4,2,5,6,2,2,4,5,10,5,6,7,0.49,0.48243856
475966,6,6,8,3,9,6,6,1,10,2,7,2,7,4,5,5,1,2,4,6,0.495,0.5179212
772926,5,7,4,10,4,4,7,5,4,6,8,6,4,2,2,3,7,6,3,6,0.52,0.5334823
376029,5,5,6,5,7,5,4,4,4,4,3,5,7,6,5,6,9,1,4,4,0.52,0.50856495
206817,9,5,6,5,7,3,6,2,6,5,9,3,6,1,3,6,9,5,3,1,0.53,0.5225222
655163,6,4,11,4,2,4,8,9,6,6,4,7,6,4,3,6,6,6,5,4,0.56,0.5805367
193419,3,7,9,3,8,4,2,4,6,4,1,1,4,5,3,0,6,2,7,4,0.405,0.42187154
565379,1,5,5,6,6,4,3,2,10,7,9,5,9,6,5,2,5,3,5,0,0.52,0.48570406
51820,3,8,5,6,4,6,3,4,7,4,2,3,6,4,5,2,8,3,4,3,0.425,0.4635927
731673,4,5,3,3,2,7,6,4,4,4,5,8,5,7,6,7,10,8,7,3,0.55,0.54835117
665234,6,9,3,1,6,0,2,4,6,8,1,4,6,6,4,4,9,8,9,4,0.555,0.53454584
1101043,6,5,3,4,6,5,3,6,9,4,8,7,7,7,5,7,6,5,4,4,0.585,0.56802416
813836,1,5,6,5,4,4,4,4,7,5,0,9,4,6,6,7,4,5,4,3,0.48,0.48457748
547106,9,7,3,8,5,4,5,9,2,8,3,5,4,4,4,4,2,4,6,2,0.485,0.4998519
2266,6,3,5,7,3,2,4,5,4,5,8,8,3,5,3,8,6,7,3,4,0.52,0.5062703
95786,9,12,5,6,5,5,7,6,7,7,9,7,4,5,5,4,2,7,3,6,0.635,0.6162312
139228,4,5,6,2,6,4,9,2,5,1,6,6,3,4,6,2,5,4,3,4,0.44,0.42973158
324667,3,9,4,3,3,5,5,4,7,8,3,5,4,7,3,7,6,4,3,5,0.53,0.49657923
570510,3,5,4,4,6,6,1,7,4,6,5,6,9,4,8,4,3,3,5,4,0.485,0.49949354
405866,2,0,5,2,8,4,10,4,4,3,6,5,4,4,7,4,7,4,4,7,0.46,0.48144946
324300,7,6,2,2,7,4,5,4,8,6,8,4,4,4,4,6,2,4,5,4,0.48,0.4909767
31241,3,1,3,5,8,6,5,6,9,8,5,4,0,7,7,7,5,3,5,7,0.525,0.5315414
190247,6,4,5,4,2,4,4,5,3,9,8,1,5,7,5,7,8,5,5,3,0.505,0.51380694
26046,1,3,5,3,4,6,2,3,4,5,6,2,4,9,3,4,5,4,4,5,0.41,0.4033969
980037,4,3,6,5,3,6,4,5,3,8,9,5,3,2,5,6,5,8,6,4,0.495,0.51122856
1074627,6,7,5,8,3,4,9,6,8,6,4,4,2,4,3,5,6,5,4,5,0.535,0.5407081
907364,8,9,6,0,2,8,2,1,5,6,7,5,9,2,4,5,2,7,3,4,0.47,0.4831344
1047319,2,3,2,5,6,8,2,8,7,6,4,4,5,5,3,3,5,8,2,3,0.495,0.4689923
1049048,10,4,7,5,4,3,4,2,4,4,8,5,3,5,5,3,4,7,6,1,0.445,0.47985113
873144,8,7,9,2,5,7,4,5,7,5,6,4,5,2,6,2,9,3,4,7,0.545,0.53416306
971435,5,3,4,5,7,7,5,6,8,7,3,8,10,4,9,3,5,3,5,2,0.55,0.5590518
685552,6,5,4,9,6,6,4,5,6,5,3,2,5,6,10,7,5,1,5,5,0.545,0.5553782
119407,4,6,8,6,3,8,5,3,6,4,8,6,5,4,5,1,4,3,6,3,0.475,0.48898956
604991,3,6,4,4,4,5,3,5,3,5,4,6,3,6,4,7,7,3,10,5,0.49,0.49389374
843573,4,3,3,2,3,8,7,7,5,4,4,2,8,5,4,3,5,6,6,7,0.48,0.49666554
1004051,4,8,6,6,5,3,7,4,6,5,2,5,5,3,4,3,4,4,7,7,0.52,0.49354115
138340,6,6,0,8,4,4,7,3,2,4,2,8,4,3,5,8,7,5,5,5,0.5,0.47662812
441789,3,3,4,5,5,4,4,5,5,7,7,3,4,3,6,5,5,1,8,4,0.485,0.45445326
64799,3,6,7,10,7,6,3,3,5,4,3,5,6,2,2,2,6,9,5,2,0.49,0.48548132
304578,7,3,4,3,4,5,1,5,6,3,3,5,1,7,8,7,7,9,3,6,0.475,0.5048841
404666,3,7,6,2,9,3,3,5,9,1,7,5,7,4,6,7,3,6,6,3,0.51,0.5372603
323241,6,3,6,8,5,5,3,5,6,2,5,1,5,6,6,5,3,4,8,3,0.47,0.4796632
911377,3,6,4,5,2,5,4,7,6,4,4,6,1,3,3,6,11,5,5,5,0.47,0.4794631
997378,6,6,3,5,5,7,5,5,5,3,6,7,8,4,4,10,6,5,8,5,0.575,0.58497113
1051725,3,5,4,4,4,7,4,6,4,5,2,1,7,3,5,7,4,1,9,3,0.42,0.46527892
476179,6,6,5,7,5,6,7,5,4,3,6,2,8,8,7,5,5,6,4,7,0.59,0.5864717
186285,3,5,5,4,6,5,8,4,6,2,4,4,5,4,5,5,4,2,3,6,0.435,0.4702822
521887,7,3,9,5,3,8,2,3,4,3,5,4,6,3,6,7,6,6,6,9,0.535,0.5286131
807832,4,4,3,4,5,7,2,11,5,3,4,1,6,4,8,4,5,9,5,6,0.54,0.5171368
812888,5,8,5,4,5,2,6,5,4,7,7,7,6,2,4,2,4,3,2,4,0.515,0.47279546
358829,4,5,9,6,4,1,4,6,4,5,9,9,7,4,3,4,2,6,1,3,0.48,0.4858298
844343,3,4,2,9,9,6,3,7,3,9,4,6,0,4,4,5,7,4,3,2,0.46,0.4788581
181405,5,2,7,3,4,4,4,9,3,1,6,6,6,4,4,3,5,5,3,1,0.42,0.4249462
614541,4,6,2,5,4,5,5,0,6,9,4,6,5,2,7,3,2,7,4,4,0.43,0.45938352
1023043,3,4,5,7,4,3,5,3,7,6,5,4,8,6,5,5,8,5,4,3,0.505,0.51625824
764829,3,8,6,4,3,2,5,7,3,2,3,3,2,3,4,6,2,2,6,7,0.395,0.40822428
240992,4,3,9,3,6,9,4,4,6,3,5,3,6,4,6,4,9,5,3,3,0.53,0.5022006
1001111,8,5,3,4,3,4,4,3,5,9,7,10,2,4,4,2,2,4,6,4,0.46,0.47662264
658903,7,6,7,6,4,4,9,6,3,4,3,4,5,5,5,4,4,2,4,4,0.48,0.488116
939980,4,5,4,4,6,7,7,4,8,9,6,7,10,9,5,7,4,4,5,7,0.62,0.6273642
976200,7,5,7,11,5,2,5,6,3,6,4,6,5,6,3,6,4,3,4,6,0.535,0.54231
25742,5,7,4,4,4,4,7,2,5,1,7,5,3,4,4,1,8,6,9,2,0.515,0.47069496
82112,4,4,7,4,5,7,6,3,7,6,5,2,5,5,0,10,5,5,5,6,0.525,0.52930844
632677,4,8,5,2,2,8,4,4,5,7,6,5,6,3,3,5,4,3,5,2,0.485,0.4608242
698168,3,4,4,2,5,8,7,7,3,8,6,4,3,9,2,2,8,3,7,3,0.49,0.49000508
402225,7,3,5,8,1,7,6,7,3,4,3,6,6,5,2,6,4,5,5,5,0.53,0.49590093
324935,7,1,5,9,3,3,4,11,6,3,8,2,5,4,5,6,6,5,4,9,0.5,0.54284453
766348,3,6,7,4,6,2,5,4,4,5,2,2,2,3,3,4,4,4,3,6,0.415,0.39564973
1000624,5,3,5,4,5,5,3,5,8,6,4,2,8,6,5,5,8,3,5,4,0.52,0.50380176
1020569,8,4,6,5,8,2,4,8,5,6,4,3,5,3,5,6,5,6,4,4,0.505,0.5150114
124838,8,7,5,6,5,5,9,8,1,9,2,4,5,6,9,1,4,5,4,4,0.57,0.54872775
977637,8,1,4,6,0,7,5,3,5,4,6,5,2,4,5,3,8,4,5,8,0.48,0.47762045
122381,3,4,8,6,1,7,8,5,3,3,2,6,4,6,2,2,1,2,3,6,0.41,0.4238131
946040,3,4,3,2,4,6,9,4,7,4,5,8,2,3,7,2,6,6,5,4,0.45,0.4730516
712504,3,2,2,3,3,6,3,4,3,5,4,6,4,5,6,6,1,2,8,4,0.39,0.40393388
950497,5,6,2,8,4,1,2,5,5,4,6,5,3,7,7,2,8,5,3,4,0.515,0.47703445
545156,5,4,8,3,5,4,3,5,4,3,5,4,3,5,5,4,8,4,5,4,0.505,0.47219187
255000,3,2,7,4,3,7,8,3,5,8,5,7,2,3,10,10,3,3,5,4,0.51,0.52412033
185555,6,4,2,8,1,1,5,4,4,6,5,3,8,6,5,4,6,3,5,7,0.48,0.47871184
463703,8,3,7,2,6,3,5,6,6,5,6,5,4,6,5,8,2,7,4,5,0.525,0.5259773
1068238,2,3,5,5,8,8,2,3,6,6,4,6,4,6,4,5,10,10,8,6,0.59,0.55504405
687628,5,6,4,2,5,3,4,4,4,4,7,2,7,3,3,7,6,10,7,3,0.48,0.48607957
146594,3,6,7,1,8,2,5,4,3,5,8,5,5,1,3,4,3,8,7,4,0.515,0.47370255
827505,4,2,3,7,3,9,3,6,6,4,7,6,4,4,5,6,3,5,2,3,0.51,0.4691514
437828,6,3,6,7,11,6,8,6,7,3,3,3,7,8,4,5,2,3,4,5,0.545,0.53962374
908336,5,3,9,3,6,8,7,5,6,4,7,4,6,6,8,10,4,7,5,6,0.61,0.6066047
247165,4,5,8,4,4,8,7,4,4,2,5,3,8,6,8,6,2,10,4,5,0.56,0.55770576
917992,6,4,2,6,7,3,3,4,11,4,5,4,9,6,2,4,7,3,2,4,0.48,0.48776248
147717,5,6,7,5,4,2,6,2,5,6,7,4,6,3,8,6,2,7,4,5,0.555,0.5046042
310430,7,8,2,7,1,6,3,6,3,4,3,5,5,5,3,5,5,5,7,4,0.445,0.48121727
258420,3,3,8,10,4,6,6,5,4,5,4,2,2,7,5,5,3,4,3,2,0.45,0.45340574
151353,6,9,7,7,4,3,0,6,5,3,6,5,2,6,2,6,3,7,3,6,0.48,0.491713
956690,9,2,4,2,6,4,5,7,3,1,7,5,4,3,5,6,7,4,4,6,0.46,0.47970337
706926,5,2,4,8,5,3,8,7,3,5,3,3,6,9,5,4,3,6,4,4,0.465,0.4873688
579416,3,3,8,4,2,8,4,8,3,3,4,7,5,5,5,3,4,10,6,4,0.495,0.49362126
72979,9,7,6,4,4,4,3,4,3,2,3,0,3,5,2,7,3,5,4,4,0.4,0.41209036
265177,6,7,6,5,3,4,4,6,6,3,3,7,4,5,4,5,4,4,8,6,0.495,0.4952128
212082,7,3,4,6,4,4,2,8,5,7,4,4,7,5,5,6,8,8,9,3,0.55,0.565102
186928,2,1,7,4,8,4,3,9,2,5,7,3,8,5,3,5,5,5,5,3,0.49,0.48599738
836672,6,4,4,5,6,7,7,5,5,7,1,4,5,4,7,6,3,8,6,4,0.535,0.5376986
1004233,4,5,4,4,6,3,6,3,11,5,8,6,5,7,8,8,3,11,1,2,0.59,0.54224765
617927,5,3,2,9,2,3,4,6,10,10,4,7,3,4,4,7,6,2,1,0,0.455,0.47187436
452424,4,4,4,9,8,2,6,8,2,5,3,8,5,4,7,4,3,3,8,3,0.515,0.49803227
522529,6,2,2,6,4,11,4,4,5,2,4,3,4,4,4,3,5,7,5,5,0.435,0.46234816
955756,5,3,5,4,5,2,9,5,7,3,5,4,4,5,3,6,5,6,5,5,0.48,0.48918805
982238,3,7,5,1,2,4,10,3,7,1,3,6,9,6,6,4,6,2,3,4,0.455,0.47594988
254868,4,7,5,2,6,2,7,11,2,3,2,6,4,2,7,3,8,5,1,7,0.51,0.47550672
677112,9,3,3,3,6,3,6,3,9,6,2,4,3,8,2,4,3,7,3,5,0.435,0.46733186
364205,4,5,7,2,0,3,5,5,5,2,6,5,7,4,4,7,3,8,3,6,0.495,0.4702047
966379,5,10,5,5,2,10,6,3,3,6,7,3,2,7,4,4,7,2,2,6,0.495,0.50908446
990262,7,7,4,4,5,6,5,6,4,4,8,3,4,8,7,4,4,2,1,4,0.5,0.49029383
251970,1,3,2,6,4,3,8,5,4,5,7,5,6,2,8,6,3,5,3,4,0.435,0.4452743
851425,4,6,5,8,9,3,7,5,4,7,3,4,4,2,4,6,3,5,3,2,0.45,0.4742686
604218,2,4,12,4,7,1,4,5,3,6,4,2,3,4,8,5,7,5,5,8,0.515,0.49942324
119071,4,5,4,6,3,5,9,6,6,2,5,3,5,6,3,3,3,4,2,8,0.515,0.46439114
953800,5,4,3,6,2,6,10,4,5,3,5,5,4,5,5,6,8,2,5,8,0.525,0.5127033
299048,3,8,8,7,6,4,2,7,4,4,5,8,2,3,6,6,4,6,8,3,0.52,0.5305752
661352,3,4,7,2,5,8,6,7,7,5,3,3,5,7,3,7,3,2,4,1,0.515,0.47430393
313214,6,2,2,4,5,5,4,9,4,6,5,7,8,4,6,5,6,5,4,5,0.51,0.5307231
153873,4,11,7,4,6,10,7,3,4,9,7,3,4,7,2,2,5,5,6,3,0.58,0.55676293
711031,3,8,6,5,7,5,3,5,1,4,4,1,6,4,7,7,4,8,4,3,0.47,0.47406596
454997,6,8,4,3,4,7,6,7,9,4,3,4,5,2,7,4,6,4,3,3,0.495,0.5151219
201816,8,9,4,3,3,4,6,6,6,5,7,7,4,3,5,2,2,4,4,7,0.515,0.50973743
583802,5,4,6,6,3,6,5,7,3,6,9,8,3,8,5,4,5,5,5,4,0.54,0.55865395
735382,11,3,4,4,11,5,8,7,6,2,4,6,3,2,7,3,6,4,5,7,0.57,0.54669523
556531,6,4,5,4,5,3,3,3,1,3,3,9,5,1,1,9,4,2,4,3,0.37,0.39606395
24367,6,4,9,2,4,7,2,5,6,6,3,5,7,4,2,1,11,6,7,7,0.525,0.53664595
896756,5,4,9,3,8,6,2,3,1,5,4,7,4,4,3,6,7,6,7,3,0.5,0.48126894
685640,4,5,6,8,9,8,2,4,3,5,5,3,3,5,6,3,6,8,4,4,0.525,0.522941
692254,2,2,4,4,3,4,5,6,3,4,3,6,2,4,4,4,2,1,6,8,0.375,0.39100873
20801,6,9,5,6,5,5,6,6,7,4,6,5,8,4,2,5,3,6,4,5,0.56,0.5470319
721953,4,6,7,5,7,4,5,3,7,7,3,6,4,5,4,5,6,4,8,4,0.56,0.53794336
578240,11,4,3,2,12,4,5,4,6,6,4,6,2,5,3,6,7,2,2,4,0.5,0.5088123
956242,6,6,5,4,7,10,5,4,6,5,5,9,4,6,3,3,5,5,7,6,0.565,0.58021766
216167,3,5,4,5,3,3,5,6,4,7,4,5,6,6,8,3,3,7,5,6,0.475,0.4924048
941883,3,3,7,8,11,8,5,3,5,7,5,3,6,6,8,4,5,6,4,2,0.55,0.54629606
359378,9,3,5,5,5,2,4,9,6,4,6,7,7,6,2,7,7,2,6,3,0.55,0.53417695
167825,2,4,8,2,9,7,2,2,4,5,4,3,4,8,5,4,2,4,5,2,0.41,0.43613297
415505,4,4,6,0,4,6,8,11,5,4,7,1,4,4,5,7,3,5,3,7,0.53,0.50121737
725675,2,2,3,2,8,4,5,2,4,2,3,6,3,5,5,3,5,4,4,5,0.375,0.3918141
553005,6,6,4,5,7,5,4,5,8,3,4,4,3,6,7,6,7,5,8,7,0.565,0.5626576
712161,7,4,8,4,6,4,5,7,5,5,8,5,5,4,6,10,3,4,6,4,0.575,0.5732655
504844,3,6,6,2,5,6,5,5,5,8,6,5,2,7,9,4,3,3,3,3,0.49,0.48406354
493872,4,11,2,8,5,2,3,2,4,3,6,5,4,3,6,7,8,6,4,8,0.505,0.5020357
301717,3,3,4,4,8,4,6,2,4,4,5,7,4,4,2,5,3,5,4,6,0.43,0.420803
927101,3,7,5,4,6,8,6,3,0,5,3,11,1,7,5,2,4,2,2,3,0.43,0.4238661
246736,4,6,4,2,3,5,9,1,5,7,3,6,2,3,5,7,5,6,6,6,0.47,0.47324798
870171,7,3,5,7,5,2,7,2,2,5,3,5,5,10,3,5,3,3,6,4,0.445,0.45614088
237911,5,5,8,8,7,4,7,5,4,5,5,9,4,4,10,6,10,3,2,5,0.6,0.59329236
1095192,2,3,8,11,3,5,2,8,4,3,3,2,2,4,2,6,8,7,8,7,0.485,0.505973
84922,4,3,5,4,4,5,8,9,3,3,5,6,6,4,5,4,6,3,5,2,0.51,0.47141647
134340,5,3,2,7,11,3,11,5,4,4,3,5,6,7,4,5,4,1,8,7,0.525,0.53524303
1058592,5,4,6,3,7,6,1,3,8,7,1,4,5,7,1,5,3,4,7,6,0.46,0.47563905
563232,9,4,5,4,9,2,5,8,4,3,4,4,6,3,5,9,4,10,1,7,0.555,0.5509437
398438,5,6,3,7,3,3,9,6,6,4,3,4,5,9,4,4,4,7,5,4,0.54,0.5211868
907527,6,4,8,5,3,6,6,3,5,2,5,5,2,4,4,6,4,5,4,5,0.455,0.47082096
645487,6,5,6,4,7,5,9,6,4,6,4,2,5,2,5,4,6,2,6,4,0.485,0.49113196
501095,4,3,10,8,6,7,5,5,5,3,2,6,2,4,6,4,6,5,5,4,0.53,0.50296366
364802,7,5,4,8,1,4,5,4,4,4,5,6,4,4,3,3,6,4,8,8,0.475,0.48135918
1063984,6,4,4,3,5,1,3,2,4,7,2,6,1,3,2,7,7,6,5,5,0.405,0.40476158
244930,3,5,3,5,9,4,6,5,8,2,4,5,7,3,1,5,10,5,4,4,0.49,0.4930176
430232,5,5,7,5,3,3,9,3,4,3,6,4,3,8,7,3,1,5,4,3,0.455,0.46776655
163760,9,4,7,5,3,3,3,7,4,5,3,6,6,9,3,9,4,3,5,4,0.525,0.52443814
642400,10,4,6,4,5,5,5,3,5,4,4,3,6,6,3,5,3,4,5,8,0.485,0.48878917
296896,4,5,3,9,7,4,8,5,7,5,8,3,4,6,7,4,4,4,3,3,0.525,0.5242331
283749,6,6,2,3,5,3,6,7,3,4,9,4,6,3,3,3,3,5,6,7,0.49,0.4824966
814626,4,5,5,7,6,4,6,9,4,7,4,6,4,5,5,5,3,4,6,6,0.535,0.5543443
1113461,3,7,8,6,7,6,10,5,1,3,7,5,3,6,5,3,5,1,5,7,0.55,0.5219527
213128,5,4,5,8,6,7,4,5,7,5,5,5,8,2,6,5,3,3,5,4,0.51,0.5289993
747862,6,4,5,4,9,5,5,6,7,3,4,5,8,4,3,3,6,3,4,3,0.48,0.4889775
723969,7,6,7,3,3,6,6,3,8,2,7,5,4,6,3,4,11,6,4,4,0.53,0.5413882
340982,6,5,2,5,4,3,6,7,8,3,1,5,3,10,3,5,5,6,7,3,0.48,0.48598358
68215,6,5,7,5,3,7,6,4,6,7,4,6,2,4,4,4,5,7,3,9,0.52,0.53567326
130886,5,5,6,9,6,4,5,2,5,7,5,13,4,7,5,8,2,5,6,7,0.61,0.59580326
675151,1,3,8,4,4,3,5,1,5,9,4,2,8,3,7,4,8,3,7,3,0.485,0.45835274
814188,3,5,5,4,3,6,6,6,3,4,8,5,3,7,5,4,3,5,6,7,0.53,0.48876274
647147,2,3,4,3,8,5,3,4,7,2,5,6,3,3,3,3,5,3,5,3,0.395,0.39908016
255414,5,5,2,10,5,6,4,4,5,4,2,4,3,6,3,7,6,5,5,3,0.45,0.48073912
560164,7,4,5,6,5,2,6,1,2,4,2,5,5,3,4,4,11,5,3,8,0.515,0.47208995
240497,5,5,5,3,6,4,5,4,5,5,4,10,5,6,5,5,7,3,7,8,0.54,0.55652505
361253,4,2,7,2,5,6,8,6,3,3,5,5,6,4,0,7,3,5,5,1,0.44,0.45154566
726010,5,7,4,2,4,5,8,4,6,3,6,3,5,2,5,5,8,6,7,2,0.475,0.4850573
229298,8,7,3,4,3,8,6,5,7,9,3,4,5,4,4,6,6,10,4,7,0.6,0.5784843
323086,5,5,6,9,3,2,2,6,5,4,3,4,10,4,4,5,4,4,6,6,0.485,0.49975315
218352,6,10,3,4,3,2,3,5,6,1,3,5,4,4,6,6,6,6,6,2,0.45,0.4741234
80275,4,3,2,5,6,3,9,3,7,4,5,8,6,5,8,5,6,5,4,8,0.545,0.5376018
147600,7,5,6,6,1,3,3,4,3,7,5,7,8,6,3,7,4,4,5,5,0.495,0.51366127
312448,2,6,8,0,7,4,8,7,3,10,6,3,3,3,5,4,4,5,1,9,0.475,0.49564087
569367,2,6,6,7,3,7,5,5,2,7,4,4,2,3,9,6,3,1,8,9,0.515,0.49398828
194746,6,9,5,6,1,8,4,3,7,3,9,7,4,6,5,6,3,3,5,5,0.535,0.5300039
1040697,3,6,8,4,4,5,3,5,3,4,6,8,3,8,3,5,4,4,6,5,0.475,0.482321
936800,6,5,5,5,6,4,5,5,3,4,7,4,7,9,5,7,2,6,4,5,0.55,0.53256774
172068,5,5,3,5,3,5,8,6,2,1,6,4,4,4,5,5,8,3,7,5,0.515,0.47366226
190281,4,5,5,2,3,5,4,6,3,10,4,3,5,7,3,3,6,1,8,7,0.52,0.48267984
561980,3,6,6,3,7,1,4,8,9,2,4,5,4,6,7,9,3,8,7,7,0.55,0.55155224
61745,7,3,4,3,5,8,0,2,3,5,6,2,11,0,2,7,7,7,4,9,0.515,0.469154
1002120,4,4,2,4,5,5,1,5,4,3,4,5,5,8,5,9,4,6,5,6,0.45,0.48020557
592078,5,1,7,4,4,7,5,3,3,3,2,6,2,6,5,4,7,4,5,8,0.505,0.46427786
